[20250806 01:19:18 638971][2073323296][FATAL][main.cpp:336]lcserver started with arguments:
--backlog-num=50
--business-timeout=30000
--connect-timeout=2000
--heartbeat-interval=60
--log-filename=log/game20002.log
--log-level=2
--max-request-size=1024000
--max-response-size=1024000
--private-service-num=1
--private-network-num=1
--private-addr=127.0.0.1
--private-port=8002
--public-service-num=5
--public-network-num=5
--public-addr=192.168.1.234
--public-port=8002
--read-timeout=30000
--write-timeout=30000
--config-file=conf/game20002.xml
--mess-code=BabelTime
--backend-port=5555
--policy-file=conf/crossdomain.xml
--flush-log=false
--max-idle-time=86400000
--backend-file=/home/pirate/rpcfw/lib/index.php
--max-request-per-second=40

[20250806 01:19:18 645759][2073323296][FATAL][TaskService.cpp:95]task started
[20250806 01:20:26 163403][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:town.move, token:7253455800
[20250806 01:20:26 163560][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:7253455800][Connection.cpp:1079]request cost:0.000116, size:0
[20250806 01:20:26 490829][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:town.move, token:4798619100
[20250806 01:20:26 491004][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:4798619100][Connection.cpp:1079]request cost:0.000123, size:0
[20250806 01:20:26 753194][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:town.move, token:1769245900
[20250806 01:20:26 753516][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:1769245900][Connection.cpp:1079]request cost:0.000261, size:0
[20250806 01:20:27 014496][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:town.move, token:3950127700
[20250806 01:20:27 014683][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:3950127700][Connection.cpp:1079]request cost:0.000139, size:0
[20250806 01:20:27 655195][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:user.setMute, token:7019620900
[20250806 01:20:27 655387][0345782016][INFO][192.168.1.1:63741][uid:25900][logid:7019620900][FastCGICommand.cpp:90]BACKEND_INFO, method:user.setMute, backend:127.0.0.1
[20250806 01:20:27 668845][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:7019620900][Connection.cpp:1079]request cost:0.013605, size:61
[20250806 01:20:32 414158][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:506]TOKEN_IGNORE, method:reward.getRewardGold, token:2899236830
[20250806 01:20:32 414318][0345782016][INFO][192.168.1.1:63741][uid:25900][FastCGICommand.cpp:90]BACKEND_INFO, method:reward.getRewardGold, backend:127.0.0.1
[20250806 01:20:32 463465][0345782016][INFO][192.168.1.1:63741][uid:25900][PrivateCommand.cpp:384]dispatch private method:sendMsg
[20250806 01:20:32 463479][0345782016][INFO][192.168.1.1:63741][uid:25900][PrivateCommand.cpp:384]dispatch private method:sendMsg
[20250806 01:20:32 463483][0345782016][INFO][192.168.1.1:63741][uid:25900][PrivateCommand.cpp:384]dispatch private method:sendMsg
[20250806 01:20:32 463544][2885678848][NOTICE][192.168.1.1:63741][uid:25900][Connection.cpp:1079]request cost:0.049349, size:121
[20250806 01:20:35 220624][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:user.setArrConfig, token:2899236800
[20250806 01:20:35 220833][0345782016][INFO][192.168.1.1:63741][uid:25900][logid:2899236800][FastCGICommand.cpp:90]BACKEND_INFO, method:user.setArrConfig, backend:127.0.0.1
[20250806 01:20:35 235141][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:2899236800][Connection.cpp:1079]request cost:0.014475, size:92
[20250806 01:20:35 405834][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:506]TOKEN_IGNORE, method:reward.getDailySignInfo, token:2899236810
[20250806 01:20:35 406102][0345782016][INFO][192.168.1.1:63741][uid:25900][FastCGICommand.cpp:90]BACKEND_INFO, method:reward.getDailySignInfo, backend:127.0.0.1
[20250806 01:20:35 423388][2885678848][NOTICE][192.168.1.1:63741][uid:25900][Connection.cpp:1079]request cost:0.017485, size:155
[20250806 01:20:36 367148][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:reward.sign, token:2021937200
[20250806 01:20:36 367308][0345782016][INFO][192.168.1.1:63741][uid:25900][logid:2021937200][FastCGICommand.cpp:90]BACKEND_INFO, method:reward.sign, backend:127.0.0.1
[20250806 01:20:36 395731][0345782016][INFO][192.168.1.1:63741][uid:25900][logid:2021937200][PrivateCommand.cpp:384]dispatch private method:sendMsg
[20250806 01:20:36 395744][0345782016][INFO][192.168.1.1:63741][uid:25900][logid:2021937200][PrivateCommand.cpp:384]dispatch private method:sendMsg
[20250806 01:20:36 395747][0345782016][INFO][192.168.1.1:63741][uid:25900][logid:2021937200][PrivateCommand.cpp:384]dispatch private method:sendMsg
[20250806 01:20:36 395839][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:2021937200][Connection.cpp:1079]request cost:0.028654, size:106
[20250806 01:20:36 397182][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:reward.dailySign, token:6043225900
[20250806 01:20:36 397311][0345782016][INFO][192.168.1.1:63741][uid:25900][logid:6043225900][FastCGICommand.cpp:90]BACKEND_INFO, method:reward.dailySign, backend:127.0.0.1
[20250806 01:20:36 406322][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:6043225900][Connection.cpp:1079]request cost:0.009110, size:65
[20250806 01:20:41 723730][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:town.move, token:9465411300
[20250806 01:20:41 723960][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:9465411300][Connection.cpp:1079]request cost:0.000183, size:0
[20250806 01:20:42 052896][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:town.move, token:1940425700
[20250806 01:20:42 053185][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:1940425700][Connection.cpp:1079]request cost:0.000243, size:0
[20250806 01:20:42 315415][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:town.move, token:1638058700
[20250806 01:20:42 315561][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:1638058700][Connection.cpp:1079]request cost:0.000101, size:0
[20250806 01:20:42 576797][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:town.move, token:6751480800
[20250806 01:20:42 576947][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:6751480800][Connection.cpp:1079]request cost:0.000094, size:0
[20250806 01:20:44 679792][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:task.complete, token:1199338300
[20250806 01:20:44 679943][0345782016][INFO][192.168.1.1:63741][uid:25900][logid:1199338300][FastCGICommand.cpp:90]BACKEND_INFO, method:task.complete, backend:127.0.0.1
[20250806 01:20:44 726562][0345782016][INFO][192.168.1.1:63741][uid:25900][logid:1199338300][PrivateCommand.cpp:384]dispatch private method:sendMsg
[20250806 01:20:44 726577][0345782016][INFO][192.168.1.1:63741][uid:25900][logid:1199338300][PrivateCommand.cpp:384]dispatch private method:sendMsg
[20250806 01:20:44 726581][0345782016][INFO][192.168.1.1:63741][uid:25900][logid:1199338300][PrivateCommand.cpp:384]dispatch private method:sendMsg
[20250806 01:20:44 726584][0345782016][INFO][192.168.1.1:63741][uid:25900][logid:1199338300][PrivateCommand.cpp:384]dispatch private method:sendMsg
[20250806 01:20:44 726654][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:1199338300][Connection.cpp:1079]request cost:0.046826, size:362
[20250806 01:20:45 865452][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:town.move, token:1559563000
[20250806 01:20:45 865572][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:1559563000][Connection.cpp:1079]request cost:0.000078, size:0
[20250806 01:20:46 119016][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:town.move, token:3751839400
[20250806 01:20:46 119163][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:3751839400][Connection.cpp:1079]request cost:0.000100, size:0
[20250806 01:20:46 380423][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:town.move, token:4833947600
[20250806 01:20:46 380556][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:4833947600][Connection.cpp:1079]request cost:0.000091, size:0
[20250806 01:20:46 656630][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:town.move, token:1611970100
[20250806 01:20:46 656756][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:1611970100][Connection.cpp:1079]request cost:0.000085, size:0
[20250806 01:20:46 918965][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:town.move, token:6607657800
[20250806 01:20:46 919109][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:6607657800][Connection.cpp:1079]request cost:0.000098, size:0
[20250806 01:20:49 761265][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:task.complete, token:4557951200
[20250806 01:20:49 761441][0345782016][INFO][192.168.1.1:63741][uid:25900][logid:4557951200][FastCGICommand.cpp:90]BACKEND_INFO, method:task.complete, backend:127.0.0.1
[20250806 01:20:49 792245][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:4557951200][Connection.cpp:1079]request cost:0.030937, size:362
[20250806 01:20:55 464432][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:town.move, token:5997023100
[20250806 01:20:55 464562][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:5997023100][Connection.cpp:1079]request cost:0.000087, size:0
[20250806 01:20:55 711680][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:town.move, token:6054019000
[20250806 01:20:55 711853][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:6054019000][Connection.cpp:1079]request cost:0.000122, size:0
[20250806 01:20:55 989828][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:town.move, token:3197576600
[20250806 01:20:55 989979][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:3197576600][Connection.cpp:1079]request cost:0.000098, size:0
[20250806 01:20:56 251990][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:town.move, token:4490990600
[20250806 01:20:56 252131][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:4490990600][Connection.cpp:1079]request cost:0.000096, size:0
[20250806 01:20:56 514200][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:town.move, token:3631259700
[20250806 01:20:56 514339][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:3631259700][Connection.cpp:1079]request cost:0.000093, size:0
[20250806 01:20:57 678458][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:task.complete, token:1233184000
[20250806 01:20:57 678654][0345782016][INFO][192.168.1.1:63741][uid:25900][logid:1233184000][FastCGICommand.cpp:90]BACKEND_INFO, method:task.complete, backend:127.0.0.1
[20250806 01:20:57 723371][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:1233184000][Connection.cpp:1079]request cost:0.044866, size:350
[20250806 01:20:58 993849][2885678848][INFO][192.168.1.1:63741][uid:25900][Connection.cpp:512]TOKEN_CONSUME, method:task.accept, token:8583049100
[20250806 01:20:58 994238][0345782016][INFO][192.168.1.1:63741][uid:25900][logid:8583049100][FastCGICommand.cpp:90]BACKEND_INFO, method:task.accept, backend:127.0.0.1
[20250806 01:20:59 016957][2885678848][NOTICE][192.168.1.1:63741][uid:25900][logid:8583049100][Connection.cpp:1079]request cost:0.023052, size:149
[20250806 01:21:00 291833][2885678848][INFO][192.168.1.1:63741][uid:25900][[20250806 10:22:40 880564][0451585824][FATAL][main.cpp:336]lcserver started with arguments:
--backlog-num=50
--business-timeout=30000
--connect-timeout=2000
--heartbeat-interval=60
--log-filename=log/game20002.log
--log-level=2
--max-request-size=1024000
--max-response-size=1024000
--private-service-num=1
--private-network-num=1
--private-addr=127.0.0.1
--private-port=8002
--public-service-num=5
--public-network-num=5
--public-addr=192.168.1.234
--public-port=8002
--read-timeout=30000
--write-timeout=30000
--config-file=conf/game20002.xml
--mess-code=BabelTime
--backend-port=5555
--policy-file=conf/crossdomain.xml
--flush-log=false
--max-idle-time=86400000
--backend-file=/home/pirate/rpcfw/lib/index.php
--max-request-per-second=40

[20250806 10:22:40 902605][0451585824][FATAL][TaskService.cpp:95]task started
